"datetime","Subject.ID","Sex","prime_code","prime_condition","prime_response","triv1_raw","triv1_correct","triv2_raw","triv2_correct","triv3_raw","triv3_correct","triv4_raw","triv4_correct","triv5_raw","triv5_correct","triv6_raw","triv6_correct","triv7_raw","triv7_correct","triv8_raw","triv8_correct","triv9_raw","triv9_correct","triv10_raw","triv10_correct","triv11_raw","triv11_correct","triv12_raw","triv12_correct","triv13_raw","triv13_correct","triv14_raw","triv14_correct","triv15_raw","triv15_correct","triv16_raw","triv16_correct","triv17_raw","triv17_correct","triv18_raw","triv18_correct","triv19_raw","triv19_correct","triv20_raw","triv20_correct","triv21_raw","triv21_correct","triv22_raw","triv22_correct","triv23_raw","triv23_correct","triv24_raw","triv24_correct","triv25_raw","triv25_correct","triv26_raw","triv26_correct","triv27_raw","triv27_correct","triv28_raw","triv28_correct","triv29_raw","triv29_correct","triv30_raw","triv30_correct","age","major","language","sex_r","year","area_writing","area_trivia","purpose","link_yn","link_text","thinking_yn","thinking_text","comments","prior_hool","UniversitÃ.tsprofessor_int_rating","UniversitÃ.tsprofessor_acc_rating","FuÃ.ballhooligan_int_rating","FuÃ.ballhooligan_acc_rating","subjID","sex","professor_int_rating","professor_acc_rating","soccer.hooligan_int_rating","soccer.hooligan_acc_rating","triv31_raw","triv31_correct","correct_raw","skipped_raw","correct_pct","correct_skip_pct"
"20160930-143405","2","w",1,"UniversitÃ¤tsprofessor","Ich stehe am Morgen auf und lese eine Zeitung. Wie viele falsche Informationen wieder im Umlauf sind, denke ich. Danach gehe ich zur Arbeit. Ich muss fÃ¼r die Vorlesung nicht viel vorbereiten, da mein Assistent die PPP schon gemacht hat. Der Inhalt bleibt Jahr fÃ¼r Jahr etwa gleich, nur die Zahlen (Prozent, Mittelwert, Durschnitt...) verÃ¤ndern sich. Ich versuche die Vorlesung gar nicht spannend zu machen, da eh keiner mir zuhÃ¶rt. Am Anfang habe ich noch versucht eine spannende PrÃ¤sentation darzubieten. Aber das wird gar nicht geschÃ¤tzt, die Studenten machten lieber frei. Ich bin eine sehr interessierte Person, manchmal auch detailverliebt und pingelig. Ausserhalb der Uni habe ich auch Spass im Leben. Ich gehe gerne wandern. Ich mag BÃ¼cher lesen und musizieren. Zu aktin","Zimbabwe","False","ASCII","True","Biber","False","Erde","True",8,"False","Philippinen","False","Arm","True","Guy Fawkes","True","Bronze","True","Welle","True","Isotherme","False",21,"True","Mitsubishi","False",360,"False","Venus","True","Michail Gorbatschow","True","Druck","False","In WÃ¼sten","False","Deep Blue","True","KontinentalfuÃ","False","Republik","False","RÃ¶ntgenstrahlen","False","Salvador Dali","False","Colorado","False","Im Rachen","True","Ukraine","False","Saturn","False","Beethoven","False","Relative Luftfeuchtigkeit","False","Keratin","True",22,"ph ","Deutsch","female","im dritten Jahr","Stereotypen Vorurteile","Wie raten wir","Keine Ahnung","nein",NA,"nein",NA,"Nein","ja",71,25,29,19,NA,NA,NA,NA,NA,NA,"Frankreich","True",12,0,40,40
"20161013-163059","20","m",1,"UniversitÃ¤tsprofessor","Morgens um 7:00 Uhr stehe ich auf und trinke einen Kaffee. Nach einem ausgiebigen FrÃ¼hstÃ¼ck mache ich mich auf den Weg zur Uni. Da halte ich Referate am Morgen und am Nachmittag bis um 16:00 Uhr. Danach gehe ich ins Fitness oder gehe draussen Joggen. Ich bin sportlich und arbeite fleissig. Nach dem Abendessen bearbeite ich gewÃ¶hnlich noch Email-Fragen meiner Studenten. Die Lektionen plane ich meist schon Freitags und Samstags fÃ¼r die darauffolgende Woche. Meine Interessen sind Fussball spielen, Joggen, Arbeiten korrigieren und meinen Studenten etwas Wissen zu vermitteln. Ich bin ein sehr ruhiger und geselliger Mensch. Mit mir kann man sich stundenlang unterhalten oder einen trinken gehen.In den Ferien gebe ich mein viel verdientes Geld meist bei Reisen nach Deutschland aus. ","Uganda","False","HTML","False","Wasserschwein","True","Erde","True",12,"True","Indien","True","Arm","True","Guy Fawkes","True","Bronze","True","Welle","True","Isobare","True",21,"True","Mitsubishi","False",360,"False","Mars","False","Michail Gorbatschow","True","Strahlung","True","Deep Blue","True","KontinentalfuÃ","False","Faschismus","True","Penicillin","True","Pablo Picasso","True","Rio Grande","True","Im Rachen","True","Sibirien","True","Jupiter","True","Tschaikowski","True","Luftdruck","True","Lecithin","False","Frankreich","True",22,"Sportwissenschaft","Deutsch","male","im dritten Jahr","KreativitÃ¤t","Allgemeinwissen","Keine Ahnung","nein",NA,"nein",NA,"nein","ja",62,21,39,11,NA,NA,NA,NA,NA,NA,NA,NA,23,0,76.6666666666667,76.6666666666667
"20161013-164401","21","m",0,"FuÃballhooligan","Ich stehe am Morgen auf und schaue erst einmal das Fussballprogramm vom heutigen Tag an. Spielt meine Mannschaft heute? 
Danach verplempere ich den Tag auf meiner Couch mit einigen Bier, am Abend treff ich mich dann mit meinen Freundden in der Kneipe. Wir schauen uns ein Spiel an und trinken dazu einige Bier. Danach gehen wir aus, entweder feiern wir den Sieg oder lasssen unsere Wut Ã¼ber die Niederlage aus.
Meist endet dies in einem Streit oder einer SchlÃ¤gerei mit anderen Hooligans, aber aufjeden Fall gibt es Ãrger wenn ich mit meiner Truppe unterwegs bin. 
Mein Charackter: ich bin aggresiv und leicht zu provozieren, meist angetrunken und unhygienisch. Meinen KÃ¶rper hat einige Nabren und blaue Flecken von vorderen SchlÃ¤gerein. 
Am liebsten bin ich mit der Truppe im Stammlokal und trinke dort, wÃ¤hrend ein Spiel lÃ¤uft. ","Uganda","False","ASCII","True","Biber","False","Erde","True",12,"True","Bangladesch","False","Arm","True","Sweeney Todd","False","Messing","False","Welle","True","Isobare","True",21,"True","Mitsubishi","False",360,"False","Mars","False","Michail Gorbatschow","True","Niederschlag","False","Deep Blue","True","Kontinentalrift","False","Republik","False","Penicillin","True","Salvador Dali","False","Rio Grande","True","In der Lunge","False","Sibirien","True","Jupiter","True","Tschaikowski","True","Luftdruck","True","Kollagen","False","Frankreich","True",20,"Sozialwissenschaften","Deutsch","male","im ersten Jahr","-","-","-","nein",NA,"nein",NA,"-","ja",81,22,36,10,NA,NA,NA,NA,NA,NA,NA,NA,16,0,53.3333333333333,53.3333333333333
"20161013-163613","22","m",1,"UniversitÃ¤tsprofessor","Mein Wecker klingelt und ich stehe auf.
Nun wird es Zeit, mein FrÃ¼hstÃ¼ck zu geniessen und die Zeitung zu lesen. Anschliessend begebe ich mich via Auto zur Uni. Ich bereite mich noch kurz vor, in dem ich meine Utensilien bereitlege. Die Leute treten ein und ich beginnen mit dem Vorlesungssatoff. Am Ende der Stunde freue ich mich auf eine gemeinsame Mahlzeit mit der schÃ¶nen UnisekretÃ¤rin. Nach dem genussvollen Essen wird es Zeit nach Hause zu gehen, denn am Nachmittag habe ich frei. Diese Zeit nutze ich, um ein wenig neue Informationen zu sammeln fÃ¼r das bevorstehende Seminar. ","Uganda","False","ASCII","True","Biber","False","Erde","True",8,"False","Bangladesch","False","Arm","True","Guy Fawkes","True","Bronze","True","Welle","True","Fronten","False",21,"True","Chrysler","False",180,"True","Merkur","False","Michail Gorbatschow","True","Strahlung","True","Deep Blue","True","Kontinentalrift","False","Faschismus","True","Penicillin","True","Paul Cezanne","False","Rio Rojo","False","In der WirbelsÃ¤ule","False","Sibirien","True","Jupiter","True","Beethoven","False","Luftdruck","True","Keratin","True","Spanien","False",20,"Betriebswirtschaft","Deutsch","male","im ersten Jahr","keine Angabe","keine Angabe","Intelligenz","ja",NA,"ja",NA,"nein","ja",80,20,50,12,NA,NA,NA,NA,NA,NA,NA,NA,17,0,56.6666666666667,56.6666666666667
"20161013-163748","23","m",0,"FuÃballhooligan","zum tages ablauf: ich stehe morgens auf und denke schon an den bevorstehenden fussballmatch meiner mannschaft. es geht mir weniger um das spiel an sich sondern, um die aktivitÃ¤ten ausserhalb des spiels. ich denke an die gegnerischen fans, an meine hooliganfreunde und unseren zusammenhalt. egal ob unsere mannschaft verliert, ivh hoffe auf ein zusammentreffen der beiden fanparteien. ich betrinke mich vor einem einem fussballspiel, um so meine hemmungen zu verlieren und locker zu werden. ","Zaire","False","HTML","False","Wasserschwein","True","Mars","False",6,"False","Bangladesch","False","Arm","True","Dick Turpin","False","Messing","False","Welle","True","Isobare","True",21,"True","Ford","False",180,"True","Mars","False","Alexander Popow","False","Strahlung","True","Blue Knight","False","Kontinentalrift","False","Faschismus","True","Stethoskop","False","Salvador Dali","False","Rio Grande","True","In der Nase","False","Sibirien","True","Jupiter","True","HÃ¤ndel","False","Luftdruck","True","Keratin","True","Frankreich","True",20,"BWL","Deutsch","male","im ersten Jahr","Psychologie","Psychologie","kA","nein",NA,"nein",NA,"nein","ja",70,20,40,12,NA,NA,NA,NA,NA,NA,NA,NA,14,0,46.6666666666667,46.6666666666667
"20161101-154655",NA,NA,1,"UniversitÃ¤tsprofessor
"," ich stehe um 8 uhr auf und mache mir gemÃ¼tlich ein gesundes frÃ¼hstÃ¼ck. dazu trinke ich kaffee, denn ich bin ein absoluter kaffeeliebhaber. nachdem ich zu einem weiteren kaffee die zeitung gelesen habe gehe ich duschen und mache mich bereit fÃ¼r die vorlesung, welche ic von 10-12 halte. meine vorlesungen bereite ich immer am abend vorher vor. nach der vorlesung esse ich mit meinen professorenkollegen zu mittag und unterhalte mich Ã¼ber aktuelle themen die die politik und wirtschaft bewegen. eine weitere vorlesung von 14-16 uhr rundet mein tag ab. am abend koche ich mit meiner frau gemÃ¼tlich und schaue noch die nachrichten.
 ","Botswana
","True","HTML
","False","Wasserschwein
","True","Uranus
","False",8,"False","Pakistan
","False","Arm
","False","Guy Fawkes
","True","Bronze
","True","Welle
","True","Isobare
","True",21,"True","General Motors
","True",360,"False","Venus
","True","Nikita Chruschtschow
","False","Niederschlag
","False","King Blue
","False","Kontinentalsockel
","False","Faschismus
","True","RÃ¶ntgenstrahlen
","False","Pablo Picasso
","False","Rio Rojo
","False","Im Rachen
","True","Sibirien
","True","Saturn
","False","Beethoven
","False","Luftdruck
","True","Keratin
","True","Frankreich
","True",23,"bwl
","Deutsch
","female","vier Jahre oder mehr
","wahrnehmungspsychologie	","kognitive Psychologie
","keine ahnung
","nein
",NA,"nein
",NA,"nein
",NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,15,0,50,50
"20161013-164806","24","m",1,"UniversitÃ¤tsprofessor","Am morgen stehe ich auf und trinke eine Tasse Kaffe und lese die Zeitung. Danach gehe ich mit meinem tollen Auto an die Uni und halte dort meine Vorlesungen. Sobald ich Feierabend habe, treffe ich mich mit meinem Freund um noch eine Runde Tennis zu spielen. In etwa so sieht mein Tag aus. Ich mag es sehr, anderen Leuten mein Wissen zu vermitteln und ich rede gerne vor vielen Leuten. Ich verwende gerne kompÃlexe FachausdrÃ¼cke, damit auch die Studenten mitbekommen, dass ich wirklich intelligent und gebildet bin. Meine Hobbys haben die meisten mit Sport zu tun, da dies ein guter Ausgleich zum Unialltag ist. Vor dem Schlafen gÃ¶nne ich mir jeweils noch ein gutes Buch mit stil und ab und zu ein gutes Glas Rotwein. ","Botswana","True","HTML","False","Biber","False","Mars","False",6,"False","Indien","True","Arm","True","Robin Hood","False","Bronze","True","Welle","True","Isobare","True",21,"True","Ford","False",180,"True","Mars","False","Nikita Chruschtschow","False","Strahlung","True","Deep Thought","False","Kontinentalsockel","True","Faschismus","True","RÃ¶ntgenstrahlen","False","Pablo Picasso","True","Rio Grande","True","In der WirbelsÃ¤ule","False","Sibirien","True","Saturn","False","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",21,"BWL","Deutsch","male","im ersten Jahr","-","-","keine Ahnung","nein",NA,"nein",NA,"nein","ja",70,20,45,15,NA,NA,NA,NA,NA,NA,NA,NA,18,0,60,60
"20161014-123203","26","m",0,"FuÃballhooligan","Morgens 09.00 aufstehen, ne Kippe und ne Dose als FrÃ¼hstÃ¼ck muss reichen ne. Dann erstmal die Jungs im Pub treffen 3 Grosse Bier sind ja schliesslich auch eine Mahlzeit. Wir singen und besauffen uns und zum fit bleiben nehmen ich ein bisschen Kokain. Danach gehen wir als Gruppe zu Fuss zum Stadion. NatÃ¼rlich in Begleitung von Bier und Zigaretten. WÃ¤hrend dem Spiel unterstÃ¼tze ich die Mannschaft und provoziere die gegnerischen Fans. Nach dem Spiel treffen wir uns in der Gruppe abseits des Geschehens mit diesen. Dort wird sich dann geprÃ¼gelt. Dieser Adrenalinkick kann meines Erachtens durch nichts ersetzt werden. Es ist das wohl beste GefÃ¼hl ","Zimbabwe","False","ASCII","True","Biber","False","Erde","True",6,"False","Philippinen","False","Arm","True","Sweeney Todd","False","Bronze","True","Welle","True","Fronten","False",21,"True","General Motors","True",180,"True","Venus","True","Michail Gorbatschow","True","Strahlung","True","Deep Blue","True","KontinentalfuÃ","False","Faschismus","True","Penicillin","True","Pablo Picasso","True","Rio Grande","True","Im Rachen","True","Sibirien","True","Jupiter","True","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",25,"Wirtschaft","Deutsch","male","im dritten Jahr","Wirtschaft","Wirtschaft","No idea","nein",NA,"nein",NA,"Nope","ja",50,15,50,15,NA,NA,NA,NA,NA,NA,NA,NA,23,0,76.6666666666667,76.6666666666667
"20161014-123416","27","m",1,"UniversitÃ¤tsprofessor","Ich stehe auf und trinke einen Kaffee. Dazu lese ich die Zeitung und schaue, ob sich Artikel finden lassen, welche ich im Unterricht gebrauchen kann. Danach fahre ich mit dem Fahrrad an die Uni und doziere. Nach der Arbeit gehe ich nach Hause, koche etwas mit meiner Frau zusammen und schaue mir zu einem Glas Rotwein einen Krimi. Danach gehe ich ins Bett und lese.

Ich bin eher verschlossen, sehr Ã¼berzeugt von meinem Wissen und nicht der kommunikativste. Ich lese gerne, verbringe Zeit mit meiner Familie und bin ein Weinkenner.

An den Wochenende betreibe ich Forschung und bereite den Unterricht fÃ¼r die nÃ¤chste Woche vor. Die Ferien verbringe ich in den Bergen, selten am Strand.","Zaire","False","ASCII","True","Wasserschwein","True","Uranus","False",12,"True","Pakistan","False","Arm","True","Sweeney Todd","False","Messing","False","Welle","True","Isobare","True",21,"True","Mitsubishi","False",180,"True","Venus","True","Michail Gorbatschow","True","Strahlung","True","Deep Blue","True","Kontinentalrift","False","Faschismus","True","Penicillin","True","Henri Matisse","False","Rio Grande","True","Im Rachen","True","Sibirien","True","Jupiter","True","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",24,"BetriebsÃ¶konomie BFH","Deutsch","male","im dritten Jahr","Psychologie","BWL","Keine Ahnung","nein",NA,"nein",NA,"Nein","ja",80,25,60,20,NA,NA,NA,NA,NA,NA,NA,NA,22,0,73.3333333333333,73.3333333333333
"20161017-131209","29","m",1,"UniversitÃ¤tsprofessor","Ich halte Vorlesungen an der Uni, doch den grÃ¶ssten Teil meiner Arbeitszeit verbringe ich mit Forschen, und damit auch dem Schreiben von Papers. Ich halte mich fÃ¼r Ã¼berdurchschnittlich intelligent, bin eher der ruhige Typ und probiere mich respektvoll zu verhalten. Meine Hobbys sind Lesen, doch ich treibe auch gerne mal Sport, wie etea Jogging.","Zimbabwe","False","HTML","False","Wasserschwein","True","Uranus","False",8,"False","Pakistan","False","Arm","True","Robin Hood","False","Messing","False","Welle","True","Isobare","True",21,"True","Chrysler","False",360,"False","Venus","True","Michail Gorbatschow","True","Strahlung","True","Deep Blue","True","Kontinentalsockel","True","Republik","False","Penicillin","True","Salvador Dali","False","Colorado","False","Im Rachen","True","Sibirien","True","Jupiter","True","Mozart","False","Luftdruck","True","Kollagen","False","Frankreich","True",23,"BWL","Deutsch","male","im dritten Jahr","KA","KA","KA","ja",NA,"nein",NA,"-","ja",70,20,45,13,NA,NA,NA,NA,NA,NA,NA,NA,16,0,53.3333333333333,53.3333333333333
"20161017-131157","30","m",0,"FuÃballhooligan","Morgens steh ich auf mit einem kleinen Kater den ich mir aber getrost einfach mal mit nem Konterbier wieder weg trinke. Nach dem ich mir ne Kippe angezÃ¼ndet habe setz ich mit zu meiner Frau und meinen 2 Kindern ins Wohnzimmer wo ich mal ne SchÃ¼Ãssel Kornflakes esse. Nach ner kurzen Dusche zieh ich meine blauen Latzhosen an und noch ne Bomberjacke drÃ¼ber und mach mich in meinem aufgetunten BMW auf den weg zur Arbeit.
So ein Mist, der verdammte Peter is wieder da. Der ohn des Chefs auf den hab ich ja garkein Bock. Nun mal schauen ob der heute die Fresse halten kann, oder ob er sich wieder aufspielt als wÃ¼rd ihm der ganze Laden schon jetz gehÃ¶ren.
Na dann mkal wieder an die Arbeit. Wenigstens kann ich am Abend wieder ","Zaire","False","HTML","False","Wasserschwein","True","Erde","True",6,"False","Bangladesch","False","Arm","True","Sweeney Todd","False","Bronze","True","Welle","True","Isobare","True",21,"True","Ford","False",180,"True","Mars","False","Michail Gorbatschow","True","Strahlung","True","Blue Knight","False","Kontinentalrift","False","Faschismus","True","Penicillin","True","Paul Cezanne","False","Rio Grande","True","Im Rachen","True","Sibirien","True","Jupiter","True","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",22,"Betriebswirtschaft","Deutsch","male","im dritten Jahr","keine Ahnung","keine Ahnung","Kontrolle Ã¼ber TextverstÃ¤ndniss","ja",NA,"ja",NA,"nÃ¶","ja",70,19,50,15,NA,NA,NA,NA,NA,NA,NA,NA,20,0,66.6666666666667,66.6666666666667
"20161017-165829","31","m",0,"FuÃballhooligan","Mit haleb geschlossenen Augen wanke ich zum KÃ¼hlschrank und schnappe mit das erste Bier des Tages. Ein Konterbier um den geschundenen KÃ¶rper abzulenken. Das zischen der Gralsburg-Dose ist Balsam fÃ¼r meine Alkoholikerseele. Ich schalte das Radio ein und hÃ¶re die News Ã¼ber das heutige Spiel. Bald darauf mache ich mich auch schon auf um mich mit meinen Hooligan Kollegen im lokalen Pub zu treffen. Meine Hooligan Kollegen sind fÃ¼r mich das wichtigste, wir sind wie eine Familie. Jeder steht fÃ¼r den anderen ein und hilf ihm bei jeder noch so grossen SchlÃ¤gerei. Danach machen wir und auf zu unserem liebsten Hobby dem Fuss","Botswana","True","HTML","False","Bisamratte","False","Uranus","False",15,"False","Pakistan","False","Arm","True","Guy Fawkes","True","Bronze","True","Welle","True","Isobare","True",21,"True","Mitsubishi","False",120,"False","Mars","False","Nikita Chruschtschow","False","Strahlung","True","Deep Thought","False","Kontinentalsockel","True","Faschismus","True","Penicillin","True","Paul Cezanne","False","Colorado","False","In der Nase","False","Sibirien","True","Jupiter","True","Beethoven","False","Luftdruck","True","Kollagen","False","Frankreich","True",22,"MUKW","Deutsch","male","vier Jahre oder mehr","PersÃ¶nlichkeitspsychologie","kognitive Psycholgie","Vom Bildungsniveau/IQ auf bestimmtes Verhalten schliessen","ja",NA,"nein",NA,"nein","ja",65,19,41,11,NA,NA,NA,NA,NA,NA,NA,NA,15,0,50,50
"20161017-163513",NA,NA,1,"UniversitÃ¤tsprofessor
"," Ich stehe um ca. 9 Uhr auf, da ich keine Vorlesungen frÃ¼her als 11 Uhr anbiete. Danach trinke ich gemÃ¼tlich einen Kaffe auf meiner grossen Terrasse meiner Altstadtwohnung. WÃ¤hrenddessen lese ich die NZZ. An der Uni gebe ich die erste Vorlesung zum Thema Marketing und nerve mich bereits etwas Ã¼ber die quatschenden Studenten. Danach esse ich in einem guten Restaurant zu Mittag und gebe anschliessend noch eine Reihe an Vorlesungen und mache mich um 5 auf den Heimweg. Zu  Hause wird gekocht und anschliessend gehts zum Sport. Danach treffe ich mit anderen Professoren und Freunden zu einem gemÃ¼tlichen Feierabendbier. Gerne tausche ich mich dabei aber auch mit interessierten Studenten aus, die ich in meiner Vorlesung habe und per Zufall treffe.
 ","Botswana
","True","HTML
","False","Wasserschwein
","True","Pluto
","False",8,"False","Philippinen
","False","Arm
","False","Guy Fawkes
","True","Bronze
","True","Welle
","True","Isobare
","True",21,"True","Mitsubishi
","False",180,"True","Merkur
","False","Michail Gorbatschow
","True","Strahlung
","False","Blue Knight
","False","KontinentalfuÃ
","False","Faschismus
","True","Penicillin
","True","Henri Matisse
","False","Rio Grande
","False","Im Rachen
","True","Sibirien
","True","Mars
","False","Tschaikowski
","True","Luftdruck
","True","Lecithin
","False","Frankreich
","True",22,"BWL
","Deutsch
","male","vier Jahre oder mehr
","charakterwissenschaften	","kognitive wissneschaften
","keine Ahnung
","ja
",NA,"ja
",NA,"nein
",NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,16,0,53.3333333333333,53.3333333333333
"20161017-171347","33","m",1,"UniversitÃ¤tsprofessor","Ich stehe gemÃ¼tlich um 9 Uhr auf, und trinke auf der Terrasse meiner Altstadtwohnung einen Espresso. Ich sthe erst so spÃ¤t auf, da ich vor 10 keine Vorlesungen ansetze. Mir und den Studenten zu liebe. Nach dem FrÃ¼hstÃ¼ck lese ich die NZZ und fahre danach mit meinem alten Stadtvelo an die Uni. Dort gebe ich einige Vorlesung im Bereich der BWL. Um ca. 4 oder 5 ist mein Arbeitsaltag beendet und ich treffe mich mit meine Professorenkollegen zu einem Kaffe. Danach fahre ich nach Hause und bereite mir etwas zu Essen vor. Nach dem Essen treibe ich noch etwas Sport. Nach dme Sport habe ich mich mit Freunden in einer Bar zu einem gemÃ¼tlichen Bier verabredet. 
Charakter:
GemÃ¼tlich aber bestimmt
fair
wissbegierig 
sozial


hobbys: fachliteratur
sport
freunde/porf","Botswana","True","HTML","False","Wasserschwein","True","Pluto","False",12,"True","Philippinen","False","Arm","True","Dick Turpin","False","Bronze","True","Welle","True","Isobare","True",21,"True","Mitsubishi","False",360,"False","Merkur","False","Michail Gorbatschow","True","Strahlung","True","Blue Knight","False","KontinentalfuÃ","False","Faschismus","True","Penicillin","True","Henri Matisse","False","Rio Grande","True","Im Rachen","True","Sibirien","True","Mars","False","Tschaikowski","True","Luftdruck","True","Lecithin","False","Frankreich","True",22,"BWL","Deutsch","male","vier Jahre oder mehr","PersÃ¶nlichkeitspsychologie","kognitive psychologie","keine Ahnung","ja",NA,"ja",NA,"nein","ja",85,19,58,12,NA,NA,NA,NA,NA,NA,NA,NA,18,0,60,60
"20161018-103714","35","w",1,"UniversitÃ¤tsprofessor","Ich stehe am Morgen frÃ¼h auf, trinke zuerst einen Kaffee, dann lese ich den Bund und die NZZ und informiere mich Ã¼ber das Geschehen auf dieser Erde. Dann fahre ich mit dem ÃÃÃV nach ZÃ¼rich und gehe in mein BÃ¼ro. Zuerst checke ich meine Mails, schaue was in  meinem Kalender steht und plane mir meinen Tag. Mindestens eine Vorlesung halte ich jeden Tag. Wobei ich die Technick hasse. Ich mag es nicht, wenn Powerpoint oder Beamer nicht funktioniert. Wenn mir dann Studenten helfen mÃ¼ssen, werde ich richtig nervÃ¶s. Dann betreue ich einige Studenten bei ihren Arbeiten. Ich bin grundsÃ¤tzlich ein sehr herzlicher Mensch und habe auch viel Geduld, wenn ich sehe, dass sich die Studenten bei ihren Arbeiten bemÃ¼hen. Ich gehe gerne Joggen und spiele Tennis und Golf um meinen Kopf ein wenig frei zu bekommen. Ich mag am Abend gerne ein gutes Glas Wein ","Botswana","True","HTML","False","Biber","False","Mars","False",8,"False","Philippinen","False","Arm","True","Robin Hood","False","Messing","False","Welle","True","Isobare","True",21,"True","Chrysler","False",90,"False","Venus","True","Nikita Chruschtschow","False","Druck","False","Blue Knight","False","KontinentalfuÃ","False","Republik","False","RÃ¶ntgenstrahlen","False","Pablo Picasso","True","Rio Lobos","False","Im Rachen","True","Sibirien","True","Jupiter","True","Tschaikowski","True","Relative Luftfeuchtigkeit","False","Keratin","True","Frankreich","True",21,"Pflege","Deutsch","female","im dritten Jahr","Verhaltensforschung","Intelligenzforschung","Zusammenhang zwischen Wissen, Verhalten und Ausbildung","ja",NA,"nein",NA,"nein","ja",80,21,23,9,NA,NA,NA,NA,NA,NA,NA,NA,13,0,43.3333333333333,43.3333333333333
"20161018-111632","36","w",1,"UniversitÃ¤tsprofessor","Mein Tagesablauf sieht folgendermassen aus: Ich gebe wahrscheinlich 1-2 Vorlesungen in der Woche, die anderen Tage kann ich in die Forschung investieren (z.B wenn ich gerade daran bin ein neues Paper zu schreiben).Professor zu sein ist mein Job, welches sich klar von meine Privatleben abgrenzt. Priat bin ich der Familientyp und verbringe gerne Zeit mit Familien und Freunden. Das Wochenende soll dazu dienen, mich von den anstregenden Tagen zu erholen.  Als UniversitÃ¤tsprofessor ist es wichtig, dass man seine Fachkompetenz den SchÃ¼ler vermitteln kann (dies kann je nach Fach sehr schwierig sein). Deshalb macht","Uganda","False","ASCII","True","Biber","False","Mars","False",6,"False","Pakistan","False","Arm","True","Sweeney Todd","False","Messing","False","SÃ¤ule","False","Isobare","True",21,"True","Mitsubishi","False",180,"True","Venus","True","Nikita Chruschtschow","False","Druck","False","Deep Blue","True","Kontinentalsockel","True","Faschismus","True","Penicillin","True","Paul Cezanne","False","Rio Lobos","False","Im Rachen","True","Weissrussland","False","Jupiter","True","Beethoven","False","Luftdruck","True","Keratin","True","Frankreich","True",22,"BWL
","Deutsch","female","im dritten Jahr","professor","-","Keine Ahnung
","ja",NA,"nein",NA,"nein
","ja",80,20,45,7,NA,NA,NA,NA,NA,NA,NA,NA,15,0,50,50
"20161018-122119","37","f",0,"FuÃballhooligan","Mein Tagesablauf ist ziemlich langweilig. Ich habe meine Lehre abgebrochen und bin arbeitslos. Meistens schaue ich RTL. Am Nachmittag treffe ich mich dann mit meinen Kumpels, mit denen ich jeweils die Fussballspiele besuche. Wir treffen uns oft im Park oder auf einem Spielplatz, trinken Bier und pÃ¶beln Passanten an. Am Wochenende besuchen wir jeweils den Match unserer Lieblingsmannschaft. Bevor das Spiel anfÃ¤ngt treffen wir uns schon zum Trinken und um uns einzustimmen. Oft gibt es einen Marsch zum Stadion. Wir gehen als Gruppe durch die ganze Stadt und beschÃ¤digen je nach Stimmung schon jetzt ein paar Dinge. Im Stadion beleidigen wir die Fans der gegnerischen Mannschaft. So stimmen wir uns auf die nachfolgende SchlÃ¤gerei ein. Nach dem Match schlagen wir uns gegenseitig die KÃ¶pfe ein.","Botswana","True","HTML","False","Wasserschwein","True","Uranus","False",6,"False","Indien","True","Arm","True","Guy Fawkes","True","Bronze","True","Eisberg","False","Isobare","True",21,"True","Mitsubishi","False",360,"False","Venus","True","Michail Gorbatschow","True","Strahlung","True","Blue Knight","False","Kontinentalrift","False","Faschismus","True","Penicillin","True","Salvador Dali","False","Colorado","False","Im Rachen","True","Sibirien","True","Jupiter","True","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",21,"BWL","Deutsch","female","vier Jahre oder mehr","PersÃ¶nlichkeitspsychologie","Intelligenz","Herausfinden, welche Studienrichtung welches Allgemeinwissensniveau hat","ja",NA,"nein",NA,"nein","ja",90,23,15,7,NA,NA,NA,NA,NA,NA,NA,NA,20,0,66.6666666666667,66.6666666666667
