datetime,Subject.ID,Sex,prime_code,prime_condition,prime_response,triv1_raw,triv1_correct,triv2_raw,triv2_correct,triv3_raw,triv3_correct,triv4_raw,triv4_correct,triv5_raw,triv5_correct,triv6_raw,triv6_correct,triv7_raw,triv7_correct,triv8_raw,triv8_correct,triv9_raw,triv9_correct,triv10_raw,triv10_correct,triv11_raw,triv11_correct,triv12_raw,triv12_correct,triv13_raw,triv13_correct,triv14_raw,triv14_correct,triv15_raw,triv15_correct,triv16_raw,triv16_correct,triv17_raw,triv17_correct,triv18_raw,triv18_correct,triv19_raw,triv19_correct,triv20_raw,triv20_correct,triv21_raw,triv21_correct,triv22_raw,triv22_correct,triv23_raw,triv23_correct,triv24_raw,triv24_correct,triv25_raw,triv25_correct,triv26_raw,triv26_correct,triv27_raw,triv27_correct,triv28_raw,triv28_correct,triv29_raw,triv29_correct,triv30_raw,triv30_correct,age,major,language,sex_r,year,area_writing,area_trivia,purpose,link_yn,link_text,thinking_yn,thinking_text,comments,prior_hool,Universitaetsprofessor_int_rating,Universitaetsprofessor_acc_rating,Fussballhooligan_int_rating,Fussballhooligan_acc_rating,Fussballhooligan_int_rating,Fussballhooligan_acc_rating,correct_raw,correct_pct,hupf_corr_pct
20181109-150946,134,f,1,Universitaetsprofessor,"Der Tag wuerde frueh morgens beginnen in dem ich um 08.00 eine Vorlesung von 2 stunden habe. Danach treffe ich mich mit anderen Professoren um an eine Podiumsdisskussion zu besprechen die am Nachmittag stattfinden wird. Mittagessen in der Kantine und dann eine Fahrt an die Uni in eine,m anderen Kanton. Am Abend treibe ich Sport den ich schon seit langem verfolge und nie damit aufgehoert habe. Wenn ich mich beschreiben muesste wuerde ich mit dem Wort eingefahren beginnen. Da ich mich alt einschaetze auch eher Kompromisslos und auch nicht offen fuer triviale dinge wie einen Potcast aufzunehmen. 
",Zaire,FALSE,HTML,FALSE,Biber,FALSE,Erde,TRUE,8,FALSE,Bangladesch,FALSE,Arm,TRUE,4,TRUE,Bronze,TRUE,Welle,TRUE,Isobare,TRUE,21,TRUE,10,FALSE,90,FALSE,Venus,TRUE,Alexander Popow,FALSE,Strahlung,TRUE,Blue Knight,FALSE,Kontinentalrift,FALSE,Republik,FALSE,Penicillin,TRUE,Salvador Dali,FALSE,29,TRUE,Im Rachen,TRUE,Ukraine,FALSE,Neptun,FALSE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,21,BWL,Deutsch,weiblich,im zweiten Jahr,Sozialpsychologie ,Wissenspychologie ,"Um zu evaluieren, welches Bild die Studenten von einem typischen Uniprofessor haben.
Und um das Allgemeinwissen der Studenten in den verschiedenen Studienrichtungen zu analysieren. ",ja,"Dass durch die Vorstellung einen Uniprofessor zu sein, man automatisch mehr Allgemeinwissen zu haben glaubt.",nein,NA,Nein,ja,29,8,72,17,NA,NA,16,53.33333333,66.66666667
20181112-101931,136,m,1,Universitaetsprofessor,"Als Universitaetsprofessor geniesse ich ein grosses Ansehen in der Gesellschaft. Zwar koennte ich in der Privatwirtschaft mehr Geld verdienen. Mir geht es aber um mehr: Ich moechte durch meine Lehre und Forschung etwas in der Gesellschaft bewirken. Mir geht es nicht um moeglichst viele Publikationen in Fachzeitschriften, sondern um die Bewirtschaftung von Themen, die fuer mich eine Herzensangelegenheit sind. Und von denen ich denken, etwas zu bewirken.

Als Universitaetsprofessor geniesse ich ausserdem meine Freiraeume: Ich kann meinen Tag genau so gestalten wie ich moechte. Flexible Arbeitszeiten ermoeglichen mir dies. Abend und Wochenendarbeiten stellen fuer mich kein Problem dar, deshalb kann ich gut auch einmal unter der Woche einen Freitag beziehen, was meinem Lebensmodell zusaetzlich entspricht.

Als Universitaetprofessor bin ich ausserdem auch nicht auf durchgehen
",Zimbabwe,FALSE,ASCII,TRUE,Wasserschwein,TRUE,Pluto,FALSE,15,FALSE,Indien,TRUE,Arm,TRUE,4,TRUE,Bronze,TRUE,Saeule,FALSE,Fronten,FALSE,21,TRUE,20,TRUE,180,TRUE,Mars,FALSE,Boris Jeltsin,FALSE,Druck,FALSE,Blue Knight,FALSE,Kontinentalrift,FALSE,Faschismus,TRUE,Penicillin,TRUE,Salvador Dali,FALSE,30,FALSE,Im Rachen,TRUE,Sibirien,TRUE,Saturn,FALSE,Mozart,FALSE,Luftdruck,TRUE,Elastin,FALSE,Frankreich,TRUE,30,Recht,Deutsch,maennlich,vier Jahre oder mehr,Psychologie,Geschichte,Keine Ahnung,nein,NA,nein,NA,Nein.,ja,1,6,42,16,NA,NA,15,50,66.66666667
20181112-101935,137,w,1,Universitaetsprofessor,"Mein Wecker klingelt am morgen um 5.30. Ich stehe auf, dusche und setze mich mit einem schwarzen kaffee an den tisch und lese die nzz. um 6. 30 fahre ich mit dem auto an die uni und stelle es auf dem parkplatz ab. in meinem buero beantworte ich einige mails und widme mich danach dem 1. stapel meiner pendenzen. es handelt sich um einen aufsatz fuer eine fachzeitschrift, den meine assistentin geschrieben hat. ich ueberarbeite ihn und lege ihn ihr ins fach, damit sie weiter daran arbeiten kann. um 10 uhr habe ich eine sitzung mit den anderen professoren der fakultaet. ueber mittag esse ich am schreibtisch ein sandwich, welches ich in der mensa gekauf habe. waehrend dessen bereite ich die vorlesung vom nachmittag vor. um 14h beginnt die vorlesung, die ich jedes jahr unterrichte, aber dennoch immer sehr gewissenhaft vorbereite und den aktualitaeten anpasse. von 16h bis 18h widme ich mich den weiteren pendenzen (fachzeitschriftsbeitrag, uebungen, pruefungsvorbereitung etc). um 18.30 bin ich zu hause, meine frau hat gekocht, wir essen mit den kindern gemeinsam und tauschen uns ueber den tag aus. in meiner freizeit lese ich meistens in fachzeitschriften, wid
",Zaire,FALSE,HTML,FALSE,Bisamratte,FALSE,Erde,TRUE,12,TRUE,Indien,TRUE,Arm,TRUE,4,TRUE,Bronze,TRUE,Welle,TRUE,Isobare,TRUE,21,TRUE,20,TRUE,180,TRUE,Venus,TRUE,Michail Gorbatschow,TRUE,Temperatur,FALSE,Deep Thought,FALSE,Kontinentalsockel,TRUE,Faschismus,TRUE,Stethoskop,FALSE,Pablo Picasso,TRUE,31,FALSE,In der Lunge,FALSE,Sibirien,TRUE,Saturn,FALSE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,30,Rechtswissenschaft,Deutsch,weiblich,kein Student,Arbeitspsychologie,?,keine Ahnung,nein,NA,nein,NA,nein,ja,31,5,86,19,NA,NA,21,70,66.66666667
20181112-133106,138,w,0,Fussballhooligan,"Ich schlafe lange aus, da ich am Abend vorher an einem Auswaertsspiel war. Meine Mannschaft hat verloren, dafuer haben die gegenerischen Fans dann auch verloren - nach dem Spiel. Mein Tagesablauf nach einem Spiel sieht immer gleich aus: Ich schlafe bis am Mittag und gehe dann zur Arbeit, wenn ich gerade einen Job habe, spaeter treffe ich mich mit den Jungs und  falls ein Spiel ist, sind wir natuerlich dabei ansonsten ist Biertrinken in der Kneipe angesagt. Das entspricht uebrigens auch meinen Hobbies: Fussball und Biertrinken mit den Jungs und natuerlich die Fans 
",Zaire,FALSE,HTML,FALSE,Bisamratte,FALSE,Uranus,FALSE,12,TRUE,Bangladesch,FALSE,Arm,TRUE,4,TRUE,Bronze,TRUE,Welle,TRUE,Isobare,TRUE,21,TRUE,20,TRUE,90,FALSE,Venus,TRUE,Michail Gorbatschow,TRUE,Strahlung,TRUE,Deep Thought,FALSE,Kontinentalsockel,TRUE,Faschismus,TRUE,Penicillin,TRUE,Pablo Picasso,TRUE,29,TRUE,In der Nase,FALSE,Sibirien,TRUE,Jupiter,TRUE,Tschaikowski,TRUE,Relative Luftfeuchtigkeit,FALSE,Keratin,TRUE,Frankreich,TRUE,28,Rechtswissenschaften,Deutsch,weiblich,kein Student,Wahrnehmung,Kognitive Kompetenz,"1. Kreativitaet in kurzer Zeit
2. Verhalten, bei voellig unbekannten Fragen",nein,NA,nein,NA,Nein,ja,60,15,40,15,NA,NA,21,70,100
20181112-133309,139,m,1,Universitaetsprofessor,"In meiner Freizeit widme ich mich der klassischen Musik. Als Kind versuchte ich mich noch selber an der Oboe. Aus Zeitgruenden musste ich jedoch dieses liebe Hobby fallen lassen. Gerne besuche ich jedoch klassische Konzerte. Nebst der Musik als solche, schaetze ich auch die gesellschaftliche Komponente eines Konzertbesuches.

Mein Tagesablauf laesst sich grundsaetzliche wie folgt zusammenfassen: Ich stehe in der Regel um 7:30 Uhr auf und studiere bei einem ersten Morgenkaffee die NZZ. Um unsere beiden Kindern kuemmert sich in aller Regel meine geschaetze Ehefrau. Anschliessend begebe ich mich an die Universitaet. Habe ich an diesem Tag noch Vorlesungen, werfe ich zunaechst einen Blick in d
",Zaire,FALSE,ASCII,TRUE,Biber,FALSE,Mars,FALSE,8,FALSE,Bangladesch,FALSE,Arm,TRUE,4,TRUE,Bronze,TRUE,Welle,TRUE,Isobare,TRUE,21,TRUE,20,TRUE,360,FALSE,Venus,TRUE,Boris Jeltsin,FALSE,Strahlung,TRUE,Deep Blue,TRUE,Kontinentalsockel,TRUE,Faschismus,TRUE,Penicillin,TRUE,Paul Cezanne,FALSE,29,TRUE,Im Rachen,TRUE,Sibirien,TRUE,Saturn,FALSE,Haendel,FALSE,Luftdruck,TRUE,Lecithin,FALSE,Frankreich,TRUE,28,Rechtswissenschaften / Doktorat,Deutsch,maennlich,vier Jahre oder mehr,Recht,Recht,Keine Ahnung.,nein,NA,nein,NA,keine.,ja,50,13,68,18,NA,NA,19,63.33333333,100
20181112-103155,141,m,0,Fussballhooligan,"Ich stehe auf und mache mir meinen Proteinshake bereit. Waehrend ich ihn trinke informiere ich mich ueber die vergangenen Spiele und sehe mir die Daten fuer zukuenftige an. Dann gehe ich in meinen Trainingskeller und trainiere zwei Stunden lang.
Nach beendigtem Training suche ich die erste Bar in der Naehe des Stadions auf und bestelle mir (wieso kann ich hier nichts mehr loeschen, das ist ziemlich schwierig, wenn man noch mal eben etwas korrigieren will :/) Bier. Zum Vorgluehen. Dann warte ich und trinke. Und bestelle. Und trinke. Nach fuenf Bier bezahle ich und fuehle mich schon ziemlich gut. Dann gehe ich in den nahe gelegenen Supermarkt und kaufe mir zwei Sixpacks Bier. Diese stuerze ich runter und dann
",Zaire,FALSE,ASCII,TRUE,Wasserschwein,TRUE,Erde,TRUE,12,TRUE,Pakistan,FALSE,Arm,TRUE,6,FALSE,Bronze,TRUE,Welle,TRUE,Isobare,TRUE,21,TRUE,10,FALSE,360,FALSE,Mars,FALSE,Boris Jeltsin,FALSE,Strahlung,TRUE,Deep Blue,TRUE,Kontinentalsockel,TRUE,Faschismus,TRUE,Penicillin,TRUE,Henri Matisse,FALSE,29,TRUE,Im Rachen,TRUE,Sibirien,TRUE,Neptun,FALSE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,22,Rechtswissenschaften,Deutsch,maennlich,im dritten Jahr,irgendwas mit Hooligans,irgendwas mit Allgemeinwissen,"jedenfalls nicht der, der angegeben wurde",ja,keine Ahnung,nein,NA,nein,ja,50,15,35,10,NA,NA,21,70,33.33333333
20181112-105115,142,w,0,Fussballhooligan,"Ich treffe mich gerne mit Freunden, um zusammen Fussballspiele anzusehen. Dabei bin ich nur mit Leuten befreundet, die die gleiche Mannschaft moegen wie ich. In meiner Freizeit spiele ich selbst gerne Fussball. Ich trainiere zwei Mal in der Woche. Nach dem trainieren gehen wir gelegentlich in eine Bar und unterhalten uns ueber das Training. Ich wuerde mich als spontan und risikofreudig beschreiben.    f
",Uganda,FALSE,WordPad,FALSE,Wasserschwein,TRUE,Mars,FALSE,6,FALSE,Indien,TRUE,Arm,TRUE,4,TRUE,Bronze,TRUE,Saeule,FALSE,Isobare,TRUE,21,TRUE,20,TRUE,180,TRUE,Venus,TRUE,Nikita Chruschtschow,FALSE,Strahlung,TRUE,Blue Knight,FALSE,Kontinentalrift,FALSE,Republik,FALSE,Roentgenstrahlen,FALSE,Paul Cezanne,FALSE,29,TRUE,In der Nase,FALSE,Ukraine,FALSE,Neptun,FALSE,Beethoven,FALSE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,20,Rechtswissenschaften,Tamilisch,weiblich,im dritten Jahr,Vorurteile,Selbsteinschaetzung,"In der ersten Studie wollte man vielleicht herausfinden, welche Vorurteile man zu einer bestimmten Personengruppe hat. ",ja,NA,nein,NA,Nein,nein,70,20,50,10,NA,NA,15,50,100
20181112-134952,143,m,1,Universitaetsprofessor,"Ich stehe relativ frueh auf und goenne mir ein reichhaltiges sowie gesundes Fruehstueck in meinem Haus in der Vorstadt. Um 07:30 fahre ich mit meinem E-Fahrrad zur Universitaet und stelle zuerst einmal fest, ob  meine Assistenten ihre Arbeit im Buero schon begonnen haben. Anschliessend widme ich mich meiner Forschung, da ich unter grossem Druck stehe neue Ansaetze zu publiziren. In den Pausen spreche ich mit meinen Kollegen ueber anstehende Kulturferien in Spanien und die anstehenden Konzerte von 
",Uganda,FALSE,HTML,FALSE,Bisamratte,FALSE,Mars,FALSE,6,FALSE,Bangladesch,FALSE,Arm,TRUE,6,FALSE,Bronze,TRUE,Welle,TRUE,Isobare,TRUE,21,TRUE,20,TRUE,180,TRUE,Venus,TRUE,Michail Gorbatschow,TRUE,Strahlung,TRUE,Blue Knight,FALSE,Kontinentalsockel,TRUE,Faschismus,TRUE,Penicillin,TRUE,Pablo Picasso,TRUE,30,FALSE,In der Nase,FALSE,Sibirien,TRUE,Jupiter,TRUE,Mozart,FALSE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,29,Geschichte,Deutsch,maennlich,vier Jahre oder mehr,Arbeitspsychologie,Sozialpsychologie,Keine Ahnung,ja,Einschaetzung der Faehigkeit,nein,NA,Keine Ahnung,ja,65,17,55,17,NA,NA,19,63.33333333,33.33333333
20181112-134758,144,f,0,Fussballhooligan,"Natuerlich stehe ich am morgen auf, wie jeder andere auch. Dann gehe ich ins Bad und nachdem ich dort fertig bin, gehe ich mich anziehen und gehe mit den Hunden raus. Nach dem Spaziergang gehe ich zur Arbeit. Ich bin in einer Bureau Tatigkeit. Jeden Tag immer das gleiche. Formulare lesen, bearbeiten und archievieren. Persoenliche Bindungen habe ich hier nur oberflaechlich. Wenn wir einmal Sachen als Team machen sollen, bin ich derjenige die sie macht oder die anderen haben sich alles schon zugeteil und ich bleibe am Rand stehen. Am Abend wenn ich wieder zu Hause bin, dann gehe ich gerne in Sportbars, dort habe ich eine Sozia
",Botswana,TRUE,HTML,FALSE,Wasserschwein,TRUE,Mars,FALSE,15,FALSE,Bangladesch,FALSE,Arm,TRUE,9,FALSE,Messing,FALSE,Welle,TRUE,Fronten,FALSE,21,TRUE,10,FALSE,360,FALSE,Venus,TRUE,Michail Gorbatschow,TRUE,Strahlung,TRUE,Deep Blue,TRUE,Kontinentalsockel,TRUE,Faschismus,TRUE,Penicillin,TRUE,Paul Cezanne,FALSE,30,FALSE,Im Rachen,TRUE,Sibirien,TRUE,Saturn,FALSE,Beethoven,FALSE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,21,Bachelor of Law,Deutsch,weiblich,im zweiten Jahr,Soziales Verhalten,Allg. Bildung,Keine Ahnung,nein,NA,nein,NA,-,ja,85,15,43,8,NA,NA,17,56.66666667,0
20181113-160530,148,m,1,Universitaetsprofessor,"Morgens stehe ich frÂueh auf und fruehstuecke ausgiebig. Anschlissend lese ich die Zeitung um mich ueber die neusten Ereigniss in den Welt zu informieren. Wenn es Zeit wird mache ich mich auf den Weg an die Universitaet und bereite in meinem Buero die zu haltenden Vorlesungen vor. Zeitig finde ich mich im Vorlesungssaal auf um die letzten Vorbereitungen zu treffen. Danach halte ich die Vorlesung und beantworte Fragen. Mittags gehe ich in die Mensa und esse etwas. Nachmittags gehe ich entweder in weitere Vorlesungen oder forsche an meinen Projekten. Am Abend gehe ich nach Hause und esse Abendessen. Danach lese ich noch ein Buch oder schauen TV. Ich bin ein aelterer Mann mit einem gepflegten Bart und einer hoeflichen aber dezenten Ausstrahlung. ICh gruesse 
",Zaire,FALSE,WordPad,FALSE,Wasserschwein,TRUE,Mars,FALSE,12,TRUE,Philippinen,FALSE,Arm,TRUE,4,TRUE,Bronze,TRUE,Welle,TRUE,Isobare,TRUE,21,TRUE,20,TRUE,180,TRUE,Venus,TRUE,Boris Jeltsin,FALSE,Strahlung,TRUE,Blue Knight,FALSE,Kontinentalrift,FALSE,Faschismus,TRUE,Penicillin,TRUE,Henri Matisse,FALSE,31,FALSE,Im Rachen,TRUE,Sibirien,TRUE,Saturn,FALSE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,21,Veterinaermedizin,Deutsch,maennlich,im ersten Jahr,-,kognitive psychologie,der Zusammenhang zwischen dem Studienfach und seiner Vorstellung oder Allgemeinwissen,nein,keine Ahnung,nein,NA,-,ja,25,10,80,23,NA,NA,20,66.66666667,66.66666667
20181113-164349,150,f,0,Fussballhooligan,"Wie sieht mein Tagesablauf aus.
Ich stehe am Morgen auf Trinke meinen Kaffee gehe zur Arbeit. Nach der Arbeit Treffe ich mich mit Freunden. Die muessen nicht zwingend Hooligans sein. Ich habe vielleicht eine Familie und muss auch da meinen Pflichten nach gehen. Am Wochenende gehe ich an einen Fussballmatch und beteilige mich auch an  Raufereien.
Ich mag Fussball und Trinke auch  gerne ein Bier oder mehr. 
",Uganda,FALSE,WordPad,FALSE,Nutria,FALSE,Uranus,FALSE,6,FALSE,Bangladesch,FALSE,Arm,TRUE,2,FALSE,Bronze,TRUE,Saeule,FALSE,Isobare,TRUE,21,TRUE,10,FALSE,90,FALSE,Merkur,FALSE,Boris Jeltsin,FALSE,Druck,FALSE,Blue Knight,FALSE,Kontinentalrift,FALSE,Faschismus,TRUE,Penicillin,TRUE,Paul Cezanne,FALSE,30,FALSE,Im Rachen,TRUE,Sibirien,TRUE,Mars,FALSE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,25,Rechtswissenschaft,Deutsch,weiblich,im zweiten Jahr,Sozialpsychologie,Arbeitspsychologie,Keine Ahnung,nein,Keine Ahnung,nein,NA,Nein,ja,70,25,60,19,NA,NA,12,40,0
20181114-112636,155,f,1,Universitaetsprofessor,"Ich stehe jeden Tag um 7 Uhr auf, trinke meinen Kaffee schwarz und gehe danach in mein Buero an der Universitaet. Dort beantworte ich Anfragen und Ãspreche mit meinen Assistenten um den aktuellen Stand ihrer Forschung zu kennen. Meistens kommen sie mit Fragen, oft habe ich auch einiges zu bemerken. 3 Mal die Woche halte ich eine Vorlesung, die mein Assistent vorbereitet. Auf Fragen der Stundenten bewantwortet er. In meiner Freizeit lese ich viel und spiele mit meinen Freunden Golf. Ich mag es nicht osnderlich wenn mir meine Assistenten widersprechen. Meine Assistenten sind allesamt mÃaennlich. Ich interessiere mich sehr fuer Pollitik 
",Botswana,TRUE,HTML,FALSE,Nutria,FALSE,Erde,TRUE,8,FALSE,Philippinen,FALSE,Arm,TRUE,4,TRUE,Messing,FALSE,Welle,TRUE,Isotherme,FALSE,21,TRUE,20,TRUE,360,FALSE,Venus,TRUE,Michail Gorbatschow,TRUE,Strahlung,TRUE,Deep Blue,TRUE,Kontinentalrift,FALSE,Faschismus,TRUE,Penicillin,TRUE,Salvador Dali,FALSE,29,TRUE,Im Rachen,TRUE,Sibirien,TRUE,Jupiter,TRUE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,23,Applied Economic Analysis,Deutsch,weiblich,im ersten Jahr,Sozialpsychologie,kognitive Psychologie,etwas zu Universitaeten,nein,NA,nein,NA,"nein
",ja,31,3,65,21,NA,NA,21,70,100
20181114-113143,156,m,1,Universitaetsprofessor,"Tagesablauf: Ich stehe auf und checke das erste mal meine Mails waehrend ich einen Kaffe trinke. Nach einer kurzen Dusche und einem einfachen Fruehstueck mache ich mich per ÃÃ–V auf den Weg zur Arbeit. Da ich heute erst nach dem Mittag eine Vorlesung habe kann ich etwas gemuetlicher in den Tag starten. Im Buero angekommen oeffne ich meine Agenda und plane den weiteren verlauf des morgens. Zur Kaffeepause bin ich mit einem/einer Doktorandin verabredet um ueber den Frotschrit seines/ ihrer Arbeit zu sprechen. Den Rest des Morgens bereite ich mich auf die Vorlesung am NAchmittag vor.
",Botswana,TRUE,ASCII,TRUE,Biber,FALSE,Erde,TRUE,6,FALSE,Indien,TRUE,Arm,TRUE,4,TRUE,Bronze,TRUE,Welle,TRUE,Isobare,TRUE,21,TRUE,20,TRUE,360,FALSE,Venus,TRUE,Michail Gorbatschow,TRUE,Strahlung,TRUE,Deep Thought,FALSE,Kontinentalrift,FALSE,Faschismus,TRUE,Penicillin,TRUE,Pablo Picasso,TRUE,29,TRUE,In der Nase,FALSE,Sibirien,TRUE,Jupiter,TRUE,Tschaikowski,TRUE,Luftdruck,TRUE,Lecithin,FALSE,Frankreich,TRUE,26,Applied Economic Analysis,Deutsch,maennlich,im zweiten Jahr,Sozialpsychologie,Kognitive Psychologie,Keine Ahnung,nein,NA,ja,Positiv,keine,ja,40,15,50,15,NA,NA,23,76.66666667,100
20181114-112524,157,m,1,Universitaetsprofessor,"Mein Tagesablauf sieht typischerweise so aus: aufstehen, duschen, essen, zaehneputzen und dann in die Universitaet gehen. An der Universitaet habe ich es mir so eingeteilt, dass ich am morgen vorlesungen halte und am nachmittag habe ich frei In dieser Freizeit breite ich die naechsten Vorlesungen vor oder korrigiere etwas falls es etwas zum korrigieren gibt. Am bsten ist natuerlich wenn ich nichts davon machen muss unmeinen Hobbys nachgehen kann. Eine Forschungsgruppe leite ich extra nicht um mehr freizeit zu haben. Meinen Charakter wuerde ich als zuverlaessig, pflichtbewusst und ein bisschen nerdig auf meinem Gebiet bezeichnen.
",Botswana,TRUE,ASCII,TRUE,Biber,FALSE,Uranus,FALSE,12,TRUE,Bangladesch,FALSE,Arm,TRUE,4,TRUE,Bronze,TRUE,Welle,TRUE,Isobare,TRUE,21,TRUE,20,TRUE,180,TRUE,Venus,TRUE,Michail Gorbatschow,TRUE,Strahlung,TRUE,Blue Knight,FALSE,Kontinentalfuss,FALSE,Faschismus,TRUE,Penicillin,TRUE,Salvador Dali,FALSE,29,TRUE,In der Nase,FALSE,Sibirien,TRUE,Jupiter,TRUE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,26,Biomedical engineering,Deutsch,maennlich,im zweiten Jahr,Sozialpsychologie,Keine Ahnung,"Keine Ahnung
",ja,NA,nein,NA,"Mehr Wissensfragen, das macht Spass;)",ja,50,15,50,15,NA,NA,23,76.66666667,100
20181114-112904,158,m,0,Fussballhooligan,"Morgens stehe ich auf ziehe meine Klamotten an und mache mich auf den Weg auf die Baustelle. Unterwegs kaufe ich mir etwas kleines zum Essen, Sandwich und RedBull. Dann muss ich arbeiten bis um 5 Uhr und dann gibts Feierabendbier in der Stammbar. Ich treffe meine Freunde aus der Realschule und wir gucken einen Fussballmatch mit ordentlich Bier. Ich bin sozial aber ich mag die Klugscheisser nicht, ab und zu mag ich es alls Gruppe andere zu verpruegeln oder zu  beleidigen. 
",Zaire,FALSE,ASCII,TRUE,Biber,FALSE,Mars,FALSE,12,TRUE,Philippinen,FALSE,Arm,TRUE,4,TRUE,Bronze,TRUE,Welle,TRUE,Isobare,TRUE,21,TRUE,10,FALSE,180,TRUE,Venus,TRUE,Michail Gorbatschow,TRUE,Strahlung,TRUE,Deep Blue,TRUE,Kontinentalsockel,TRUE,Republik,FALSE,Penicillin,TRUE,Paul Cezanne,FALSE,28,FALSE,Im Rachen,TRUE,Sibirien,TRUE,Jupiter,TRUE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,31,Medizin,Deutsch,maennlich,vier Jahre oder mehr,Sozialpsychologie,Wirtschaft,keine ahnung,ja,NA,nein,NA,-,ja,62,20,44,12,NA,NA,22,73.33333333,33.33333333
20181114-114533,159,m,1,Universitaetsprofessor,"Fuehrend in meinem Forschungsgebiet arbeite ich stehtig daraufhin, dass ich es auch bleibe. In meiner Freizeit arbeite ich an verschiedenen Projekten, welche sich mit meiner Forschung kombinieren lassen. So entstanden schon einige vielbeachtete Werke zu meinem Forschungsgebiet. 
Gleichzeitig setze ich mich auch fuer meine Studenten ein. Es ist mir wichtig, dass der Bildungsstandort Schweiz seine Rolle in der Welt noch ausbauen kann. Dafuer scheint es mir wichtig, dass die Lehre im universitaeren Alltag nicht zu kurz kommt. 
Meinen Charakt
",Zaire,FALSE,ASCII,TRUE,Bisamratte,FALSE,Erde,TRUE,12,TRUE,Bangladesch,FALSE,Arm,TRUE,4,TRUE,Bronze,TRUE,Welle,TRUE,Isobare,TRUE,21,TRUE,20,TRUE,180,TRUE,Venus,TRUE,Michail Gorbatschow,TRUE,Strahlung,TRUE,Blue Knight,FALSE,Kontinentalsockel,TRUE,Faschismus,TRUE,Penicillin,TRUE,Pablo Picasso,TRUE,29,TRUE,In der Nase,FALSE,Sibirien,TRUE,Jupiter,TRUE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,24,Jus mono,Deutsch,maennlich,im dritten Jahr,Sozialpsychologie,Kognitive Psychologie?,"ECTS, wie immer ;-)",ja,NA,nein,NA,nein,ja,66,15,84,15,NA,NA,25,83.33333333,100
20181114-114729,160,m,1,Universitaetsprofessor,"Ich bin etwas unorganisiert und zerstreut, aber ueberdurschnittlich intelligent. Ich liebe mein Fachgebiet und koennte stundenlang darueber referieren. Neben meinen Vorlesungen, die ich geben muss, verbringe ich die meiste Zeit mit meiner Familie. Ich habe relativ wenig enge Freunde, da ich eher verschlossen bin. In meiner Freizeit, welche ziemlich klein ist, gehe ich oft an Podiumsdiskussionen, wo ich mit Leuten von meinem Fachgebiet diskutieren kann. Diese Leute mag ich, aber ich sehe sie nie privat. Als Ausgleich zu meinem kopflastigen Leben mache ich woechentlich mehrmals Sport. Meistens Jogging, aber auch Schwimmen ist gut fuer die Gesundheit. 
Fuer meine Frau finde ich nicht so viel Zeit wie ich es mir wuenschte, aber ich gelobe Besserung und werde probieren meine Zeit besser einzuteilen. Haeufig verliere ich mich zu sehr in meiner Arbeit oder Forschung und vergesse die Zeit leider.
",Zaire,FALSE,HTML,FALSE,Wasserschwein,TRUE,Uranus,FALSE,8,FALSE,Pakistan,FALSE,Arm,TRUE,4,TRUE,Messing,FALSE,Welle,TRUE,Isobare,TRUE,21,TRUE,20,TRUE,180,TRUE,Venus,TRUE,Michail Gorbatschow,TRUE,Strahlung,TRUE,Deep Blue,TRUE,Kontinentalrift,FALSE,Faschismus,TRUE,Penicillin,TRUE,Salvador Dali,FALSE,29,TRUE,In der Lunge,FALSE,Sibirien,TRUE,Neptun,FALSE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,22,Betriebswirtschaft,Deutsch,maennlich,im dritten Jahr,Psychologie,Sozialpsychologie,"Beim ersten keine Ahnung. Beim Wissenstest dachte ich die Beinflussung, dadurch dass ich weiss, das meine Fragen zur 5. Kategorie gehoeren...",nein,NA,nein,NA,"Nein
",ja,35,9,80,24,NA,NA,20,66.66666667,100
