"datetime","Subject.ID","Sex","prime_code","prime_condition","prime_response","triv1_raw","triv1_correct","triv2_raw","triv2_correct","triv3_raw","triv3_correct","triv4_raw","triv4_correct","triv5_raw","triv5_correct","triv6_raw","triv6_correct","triv7_raw","triv7_correct","triv8_raw","triv8_correct","triv9_raw","triv9_correct","triv10_raw","triv10_correct","triv11_raw","triv11_correct","triv12_raw","triv12_correct","triv13_raw","triv13_correct","triv14_raw","triv14_correct","triv15_raw","triv15_correct","triv16_raw","triv16_correct","triv17_raw","triv17_correct","triv18_raw","triv18_correct","triv19_raw","triv19_correct","triv20_raw","triv20_correct","triv21_raw","triv21_correct","triv22_raw","triv22_correct","triv23_raw","triv23_correct","triv24_raw","triv24_correct","triv25_raw","triv25_correct","triv26_raw","triv26_correct","triv27_raw","triv27_correct","triv28_raw","triv28_correct","triv29_raw","triv29_correct","triv30_raw","triv30_correct","age","major","language","sex_r","year","area_writing","area_trivia","purpose","link_yn","link_text","thinking_yn","thinking_text","comments","prior_hool","Universitätsprofessor_int_rating","Universitätsprofessor_acc_rating","Fußballhooligan_int_rating","Fußballhooligan_acc_rating","correct_raw","correct_pct","hupf_corr_pct"
"20181109-150946",134,"f",1,"Universitätsprofessor","Der Tag würde früh morgens beginnen in dem ich um 08.00 eine Vorlesung von 2 stunden habe. Danach treffe ich mich mit anderen Professoren um an eine Podiumsdisskussion zu besprechen die am Nachmittag stattfinden wird. Mittagessen in der Kantine und dann eine Fahrt an die Uni in eine,m anderen Kanton. Am Abend treibe ich Sport den ich schon seit langem verfolge und nie damit aufgehört habe. Wenn ich mich beschreiben müsste würde ich mit dem Wort eingefahren beginnen. Da ich mich alt einschätze auch eher Kompromisslos und auch nicht offen für triviale dinge wie einen Potcast aufzunehmen. 
","Zaire",FALSE,"HTML",FALSE,"Biber",FALSE,"Erde",TRUE,8,FALSE,"Bangladesch",FALSE,"Arm",TRUE,4,TRUE,"Bronze",TRUE,"Welle",TRUE,"Isobare",TRUE,21,TRUE,10,FALSE,90,FALSE,"Venus",TRUE,"Alexander Popow",FALSE,"Strahlung",TRUE,"Blue Knight",FALSE,"Kontinentalrift",FALSE,"Republik",FALSE,"Penicillin",TRUE,"Salvador Dali",FALSE,29,TRUE,"Im Rachen",TRUE,"Ukraine",FALSE,"Neptun",FALSE,"Tschaikowski",TRUE,"Luftdruck",TRUE,"Keratin",TRUE,"Frankreich",TRUE,21,"BWL","Deutsch","weiblich","im zweiten Jahr","Sozialpsychologie ","Wissenspychologie ","Um zu evaluieren, welches Bild die Studenten von einem typischen Uniprofessor haben.
Und um das Allgemeinwissen der Studenten in den verschiedenen Studienrichtungen zu analysieren. ","ja",NA,"nein",NA,"Nein","ja",29,8,72,17,16,53.3333333333333,66.6666666666667
"20181109-154224",135,"m",1,"Universitätsprofessor","Ich kommen in meine Büro und lasse mir zuerst einmal mein Kaffee raus und begrüsse meine Mitarbeiter. Danach schaue ich mal in meine E-Mails rein und beantworte dir dringenden Mails und leite kleinere E-Mails an meine Assistenen weiter. Ich werde an den Teammeetings teilnehmen und schaue kurz nochmals meine Folien für die heutige Vorlesung an. Danach  werde ich an meiner Studie weiterarbeiten. So sieht mein Tagesablauf als Univers�itätsprofessor aus. Die typschen Aktivitäten sind Vorlesungen geben, an Studien arbeiten und viel Zeit mit Lesen von anderen Artikeln verbringen. 

Ich bin intelligent, ehrgeizig und diszipliniert und erearte dies auch von meinen Mitarbeitenden und Studenten. Meine Familie ist für mich alles und in meine
","Uganda",FALSE,"WordPad",FALSE,"Biber",FALSE,"Mars",FALSE,12,TRUE,"Indien",TRUE,"Arm",TRUE,4,TRUE,"Bronze",TRUE,"Säule",FALSE,"Fronten",FALSE,21,TRUE,20,TRUE,120,FALSE,"Venus",TRUE,"Michail Gorbatschow",TRUE,"Druck",FALSE,"Blue Knight",FALSE,"Kontinentalrift",FALSE,"Faschismus",TRUE,"Stethoskop",FALSE,"Salvador Dali",FALSE,29,TRUE,"In der Nase",FALSE,"Sibirien",TRUE,"Jupiter",TRUE,"Händel",FALSE,"Windgeschwindigkeit",FALSE,"Keratin",TRUE,"Frankreich",TRUE,25,"BWL","Deutsch","männlich","vier Jahre oder mehr","soziale Psychologie","kognitive Psychologie","Eignungstest als Professor","ja",NA,"nein",NA,"nein","ja",39,13,70,15,15,50,100
"20181112-101931",136,"m",1,"Universitätsprofessor","Als Universitätsprofessor geniesse ich ein grosses Ansehen in der Gesellschaft. Zwar könnte ich in der Privatwirtschaft mehr Geld verdienen. Mir geht es aber um mehr: Ich möchte durch meine Lehre und Forschung etwas in der Gesellschaft bewirken. Mir geht es nicht um möglichst viele Publikationen in Fachzeitschriften, sondern um die Bewirtschaftung von Themen, die für mich eine Herzensangelegenheit sind. Und von denen ich denken, etwas zu bewirken.

Als Universitätsprofessor geniesse ich ausserdem meine Freiräume: Ich kann meinen Tag genau so gestalten wie ich möchte. Flexible Arbeitszeiten ermöglichen mir dies. Abend und Wochenendarbeiten stellen für mich kein Problem dar, deshalb kann ich gut auch einmal unter der Woche einen Freitag beziehen, was meinem Lebensmodell zusätzlich entspricht.

Als Universitätprofessor bin ich ausserdem auch nicht auf durchgehen
","Zimbabwe",FALSE,"ASCII",TRUE,"Wasserschwein",TRUE,"Pluto",FALSE,15,FALSE,"Indien",TRUE,"Arm",TRUE,4,TRUE,"Bronze",TRUE,"Säule",FALSE,"Fronten",FALSE,21,TRUE,20,TRUE,180,TRUE,"Mars",FALSE,"Boris Jeltsin",FALSE,"Druck",FALSE,"Blue Knight",FALSE,"Kontinentalrift",FALSE,"Faschismus",TRUE,"Penicillin",TRUE,"Salvador Dali",FALSE,30,FALSE,"Im Rachen",TRUE,"Sibirien",TRUE,"Saturn",FALSE,"Mozart",FALSE,"Luftdruck",TRUE,"Elastin",FALSE,"Frankreich",TRUE,30,"Recht","Deutsch","männlich","vier Jahre oder mehr","Psychologie","Geschichte","Keine Ahnung","nein",NA,"nein",NA,"Nein.","ja",1,6,42,16,15,50,66.6666666666667
"20181112-101935",137,"w",1,"Universitätsprofessor","Mein Wecker klingelt am morgen um 5.30. Ich stehe auf, dusche und setze mich mit einem schwarzen kaffee an den tisch und lese die nzz. um 6. 30 fahre ich mit dem auto an die uni und stelle es auf dem parkplatz ab. in meinem büro beantworte ich einige mails und widme mich danach dem 1. stapel meiner pendenzen. es handelt sich um einen aufsatz für eine fachzeitschrift, den meine assistentin geschrieben hat. ich überarbeite ihn und lege ihn ihr ins fach, damit sie weiter daran arbeiten kann. um 10 uhr habe ich eine sitzung mit den anderen professoren der fakultät. über mittag esse ich am schreibtisch ein sandwich, welches ich in der mensa gekauf habe. während dessen bereite ich die vorlesung vom nachmittag vor. um 14h beginnt die vorlesung, die ich jedes jahr unterrichte, aber dennoch immer sehr gewissenhaft vorbereite und den aktualitäten anpasse. von 16h bis 18h widme ich mich den weiteren pendenzen (fachzeitschriftsbeitrag, übungen, prüfungsvorbereitung etc). um 18.30 bin ich zu hause, meine frau hat gekocht, wir essen mit den kindern gemeinsam und tauschen uns über den tag aus. in meiner freizeit lese ich meistens in fachzeitschriften, wid
","Zaire",FALSE,"HTML",FALSE,"Bisamratte",FALSE,"Erde",TRUE,12,TRUE,"Indien",TRUE,"Arm",TRUE,4,TRUE,"Bronze",TRUE,"Welle",TRUE,"Isobare",TRUE,21,TRUE,20,TRUE,180,TRUE,"Venus",TRUE,"Michail Gorbatschow",TRUE,"Temperatur",FALSE,"Deep Thought",FALSE,"Kontinentalsockel",TRUE,"Faschismus",TRUE,"Stethoskop",FALSE,"Pablo Picasso",TRUE,31,FALSE,"In der Lunge",FALSE,"Sibirien",TRUE,"Saturn",FALSE,"Tschaikowski",TRUE,"Luftdruck",TRUE,"Keratin",TRUE,"Frankreich",TRUE,30,"Rechtswissenschaft","Deutsch","weiblich","kein Student","Arbeitspsychologie","?","keine Ahnung","nein",NA,"nein",NA,"nein","ja",31,5,86,19,21,70,66.6666666666667
"20181112-133106",138,"w",0,"Fußballhooligan","Ich schlafe lange aus, da ich am Abend vorher an einem Auswärtsspiel war. Meine Mannschaft hat verloren, dafür� haben die gegenerischen Fans dann auch verloren - nach dem Spiel. Mein Tagesablauf nach einem Spiel sieht immer gleich aus: Ich schlafe bis am Mittag und gehe dann zur Arbeit, wenn ich gerade einen Job habe, später treffe ich mich mit den Jungs und  falls ein Spiel ist, sind wir natürlich dabei ansonsten ist Biertrinken in der Kneipe angesagt. Das entspricht übrigens auch meinen Hobbies: Fussball und Biertrinken mit den Jungs und natürlich die Fans 
","Zaire",FALSE,"HTML",FALSE,"Bisamratte",FALSE,"Uranus",FALSE,12,TRUE,"Bangladesch",FALSE,"Arm",TRUE,4,TRUE,"Bronze",TRUE,"Welle",TRUE,"Isobare",TRUE,21,TRUE,20,TRUE,90,FALSE,"Venus",TRUE,"Michail Gorbatschow",TRUE,"Strahlung",TRUE,"Deep Thought",FALSE,"Kontinentalsockel",TRUE,"Faschismus",TRUE,"Penicillin",TRUE,"Pablo Picasso",TRUE,29,TRUE,"In der Nase",FALSE,"Sibirien",TRUE,"Jupiter",TRUE,"Tschaikowski",TRUE,"Relative Luftfeuchtigkeit",FALSE,"Keratin",TRUE,"Frankreich",TRUE,28,"Rechtswissenschaften","Deutsch","weiblich","kein Student","Wahrnehmung","Kognitive Kompetenz","1. Kreativität in kurzer Zeit
2. Verhalten, bei völlig unbekannten Fragen","nein",NA,"nein",NA,"Nein","ja",60,15,40,15,21,70,100
"20181112-133309",139,"m",1,"Universitätsprofessor","In meiner Freizeit widme ich mich der klassischen Musik. Als Kind versuchte ich mich noch selber an der Oboe. Aus Zeitgründen musste ich jedoch dieses liebe Hobby fallen lassen. Gerne besuche ich jedoch klassische Konzerte. Nebst der Musik als solche, schätze ich auch die gesellschaftliche Komponente eines Konzertbesuches.

Mein Tagesablauf lässt sich grundsätzliche wie folgt zusammenfassen: Ich stehe in der Regel um 7:30 Uhr auf und studiere bei einem ersten Morgenkaffee die NZZ. Um unsere beiden Kindern kümmert sich in aller Regel meine geschätze Ehefrau. Anschliessend begebe ich mich an die Universität. Habe ich an diesem Tag noch Vorlesungen, werfe ich zunächst einen Blick in d
","Zaire",FALSE,"ASCII",TRUE,"Biber",FALSE,"Mars",FALSE,8,FALSE,"Bangladesch",FALSE,"Arm",TRUE,4,TRUE,"Bronze",TRUE,"Welle",TRUE,"Isobare",TRUE,21,TRUE,20,TRUE,360,FALSE,"Venus",TRUE,"Boris Jeltsin",FALSE,"Strahlung",TRUE,"Deep Blue",TRUE,"Kontinentalsockel",TRUE,"Faschismus",TRUE,"Penicillin",TRUE,"Paul Cezanne",FALSE,29,TRUE,"Im Rachen",TRUE,"Sibirien",TRUE,"Saturn",FALSE,"Händel",FALSE,"Luftdruck",TRUE,"Lecithin",FALSE,"Frankreich",TRUE,28,"Rechtswissenschaften / Doktorat","Deutsch","männlich","vier Jahre oder mehr","Recht","Recht","Keine Ahnung.","nein",NA,"nein",NA,"keine.","ja",50,13,68,18,19,63.3333333333333,100
"20181112-103155",141,"m",0,"Fußballhooligan","Ich stehe auf und mache mir meinen Proteinshake bereit. Während ich ihn trinke informiere ich mich über die vergangenen Spiele und sehe mir die Daten für zukünftige an. Dann gehe ich in meinen Trainingskeller und trainiere zwei Stunden lang.
Nach beendigtem Training suche ich die erste Bar in der Nähe des Stadions auf und bestelle mir (wieso kann ich hier nichts mehr löschen, das ist ziemlich schwierig, wenn man noch mal eben etwas korrigieren will :/) Bier. Zum Vorglühen. Dann warte ich und trinke. Und bestelle. Und trinke. Nach fünf Bier bezahle ich und fühle mich schon ziemlich gut. Dann gehe ich in den nahe gelegenen Supermarkt und kaufe mir zwei Sixpacks Bier. Diese stürze ich runter und dann
","Zaire",FALSE,"ASCII",TRUE,"Wasserschwein",TRUE,"Erde",TRUE,12,TRUE,"Pakistan",FALSE,"Arm",TRUE,6,FALSE,"Bronze",TRUE,"Welle",TRUE,"Isobare",TRUE,21,TRUE,10,FALSE,360,FALSE,"Mars",FALSE,"Boris Jeltsin",FALSE,"Strahlung",TRUE,"Deep Blue",TRUE,"Kontinentalsockel",TRUE,"Faschismus",TRUE,"Penicillin",TRUE,"Henri Matisse",FALSE,29,TRUE,"Im Rachen",TRUE,"Sibirien",TRUE,"Neptun",FALSE,"Tschaikowski",TRUE,"Luftdruck",TRUE,"Keratin",TRUE,"Frankreich",TRUE,22,"Rechtswissenschaften","Deutsch","männlich","im dritten Jahr","irgendwas mit Hooligans","irgendwas mit Allgemeinwissen","jedenfalls nicht der, der angegeben wurde","ja",NA,"nein",NA,"nein","ja",50,15,35,10,21,70,33.3333333333333
"20181112-105115",142,"w",0,"Fußballhooligan","Ich treffe mich gerne mit Freunden, um zusammen Fussballspiele anzusehen. Dabei bin ich nur mit Leuten befreundet, die die gleiche Mannschaft mögen wie ich. In meiner Freizeit spiele ich selbst gerne Fussball. Ich trainiere zwei Mal in der Woche. Nach dem trainieren gehen wir gelegentlich in eine Bar und unterhalten uns über das Training. Ich würde mich als spontan und risikofreudig beschreiben.    f
","Uganda",FALSE,"WordPad",FALSE,"Wasserschwein",TRUE,"Mars",FALSE,6,FALSE,"Indien",TRUE,"Arm",TRUE,4,TRUE,"Bronze",TRUE,"Säule",FALSE,"Isobare",TRUE,21,TRUE,20,TRUE,180,TRUE,"Venus",TRUE,"Nikita Chruschtschow",FALSE,"Strahlung",TRUE,"Blue Knight",FALSE,"Kontinentalrift",FALSE,"Republik",FALSE,"Röntgenstrahlen",FALSE,"Paul Cezanne",FALSE,29,TRUE,"In der Nase",FALSE,"Ukraine",FALSE,"Neptun",FALSE,"Beethoven",FALSE,"Luftdruck",TRUE,"Keratin",TRUE,"Frankreich",TRUE,20,"Rechtswissenschaften","Tamilisch","weiblich","im dritten Jahr","Vorurteile","Selbsteinschätzung","In der ersten Studie wollte man vielleicht herausfinden, welche Vorurteile man zu einer bestimmten Personengruppe hat. ","ja",NA,"nein",NA,"Nein","nein",70,20,50,10,15,50,100
"20181112-134952",143,"m",1,"Universitätsprofessor","Ich stehe relativ früh auf und gönne mir ein reichhaltiges sowie gesundes Frühstück in meinem Haus in der Vorstadt. Um 07:30 fahre ich mit meinem E-Fahrrad zur Universität und stelle zuerst einmal fest, ob  meine Assistenten ihre Arbeit im Büro schon begonnen haben. Anschliessend widme ich mich meiner Forschung, da ich unter grossem Druck stehe neue Ansätze zu publiziren. In den Pausen spreche ich mit meinen Kollegen über anstehende Kulturferien in Spanien und die anstehenden Konzerte von 
","Uganda",FALSE,"HTML",FALSE,"Bisamratte",FALSE,"Mars",FALSE,6,FALSE,"Bangladesch",FALSE,"Arm",TRUE,6,FALSE,"Bronze",TRUE,"Welle",TRUE,"Isobare",TRUE,21,TRUE,20,TRUE,180,TRUE,"Venus",TRUE,"Michail Gorbatschow",TRUE,"Strahlung",TRUE,"Blue Knight",FALSE,"Kontinentalsockel",TRUE,"Faschismus",TRUE,"Penicillin",TRUE,"Pablo Picasso",TRUE,30,FALSE,"In der Nase",FALSE,"Sibirien",TRUE,"Jupiter",TRUE,"Mozart",FALSE,"Luftdruck",TRUE,"Keratin",TRUE,"Frankreich",TRUE,29,"Geschichte","Deutsch","männlich","vier Jahre oder mehr","Arbeitspsychologie","Sozialpsychologie","Keine Ahnung","ja","Einschätzung der Fähigkeit","nein",NA,"Keine Ahnung","ja",65,17,55,17,19,63.3333333333333,33.3333333333333
"20181112-134758",144,"f",0,"Fußballhooligan","Natürlich stehe ich am morgen auf, wie jeder andere auch. Dann gehe ich ins Bad und nachdem ich dort fertig bin, gehe ich mich anziehen und gehe mit den Hunden raus. Nach dem Spaziergang gehe ich zur Arbeit. Ich bin in einer Bureau Tatigkeit. Jeden Tag immer das gleiche. Formulare lesen, bearbeiten und archievieren. Persönliche Bindungen habe ich hier nur oberflächlich. Wenn wir einmal Sachen als Team machen sollen, bin ich derjenige die sie macht oder die anderen haben sich alles schon zugeteil und ich bleibe am Rand stehen. Am Abend wenn ich wieder zu Hause bin, dann gehe ich gerne in Sportbars, dort habe ich eine Sozia
","Botswana",TRUE,"HTML",FALSE,"Wasserschwein",TRUE,"Mars",FALSE,15,FALSE,"Bangladesch",FALSE,"Arm",TRUE,9,FALSE,"Messing",FALSE,"Welle",TRUE,"Fronten",FALSE,21,TRUE,10,FALSE,360,FALSE,"Venus",TRUE,"Michail Gorbatschow",TRUE,"Strahlung",TRUE,"Deep Blue",TRUE,"Kontinentalsockel",TRUE,"Faschismus",TRUE,"Penicillin",TRUE,"Paul Cezanne",FALSE,30,FALSE,"Im Rachen",TRUE,"Sibirien",TRUE,"Saturn",FALSE,"Beethoven",FALSE,"Luftdruck",TRUE,"Keratin",TRUE,"Frankreich",TRUE,21,"Bachelor of Law","Deutsch","weiblich","im zweiten Jahr","Soziales Verhalten","Allg. Bildung","Keine Ahnung","nein",NA,"nein",NA,"-","ja",85,15,43,8,17,56.6666666666667,0
"20181113-160530",148,"m",1,"Universitätsprofessor","Morgens stehe ich fr�üh auf und frühstücke ausgiebig. Anschlissend lese ich die Zeitung um mich über die neusten Ereigniss in den Welt zu informieren. Wenn es Zeit wird mache ich mich auf den Weg an die Universität und bereite in meinem Büro die zu haltenden Vorlesungen vor. Zeitig finde ich mich im Vorlesungssaal auf um die letzten Vorbereitungen zu treffen. Danach halte ich die Vorlesung und beantworte Fragen. Mittags gehe ich in die Mensa und esse etwas. Nachmittags gehe ich entweder in weitere Vorlesungen oder forsche an meinen Projekten. Am Abend gehe ich nach Hause und esse Abendessen. Danach lese ich noch ein Buch oder schauen TV. Ich bin ein älterer Mann mit einem gepflegten Bart und einer höflichen aber dezenten Ausstrahlung. ICh grüsse 
","Zaire",FALSE,"WordPad",FALSE,"Wasserschwein",TRUE,"Mars",FALSE,12,TRUE,"Philippinen",FALSE,"Arm",TRUE,4,TRUE,"Bronze",TRUE,"Welle",TRUE,"Isobare",TRUE,21,TRUE,20,TRUE,180,TRUE,"Venus",TRUE,"Boris Jeltsin",FALSE,"Strahlung",TRUE,"Blue Knight",FALSE,"Kontinentalrift",FALSE,"Faschismus",TRUE,"Penicillin",TRUE,"Henri Matisse",FALSE,31,FALSE,"Im Rachen",TRUE,"Sibirien",TRUE,"Saturn",FALSE,"Tschaikowski",TRUE,"Luftdruck",TRUE,"Keratin",TRUE,"Frankreich",TRUE,21,"Veterinärmedizin","Deutsch","männlich","im ersten Jahr","-","kognitive psychologie","der Zusammenhang zwischen dem Studienfach und seiner Vorstellung oder Allgemeinwissen","nein","keine Ahnung","nein",NA,"-","ja",25,10,80,23,20,66.6666666666667,66.6666666666667
"20181113-164349",150,"f",0,"Fußballhooligan","Wie sieht mein Tagesablauf aus.
Ich stehe am Morgen auf Trinke meinen Kaffee gehe zur Arbeit. Nach der Arbeit Treffe ich mich mit Freunden. Die müssen nicht zwingend Hooligans sein. Ich habe vielleicht eine Familie und muss auch da meinen Pflichten nach gehen. Am Wochenende gehe ich an einen Fussballmatch und beteilige mich auch an  Raufereien.
Ich mag Fussball und Trinke auch  gerne ein Bier oder mehr. 
","Uganda",FALSE,"WordPad",FALSE,"Nutria",FALSE,"Uranus",FALSE,6,FALSE,"Bangladesch",FALSE,"Arm",TRUE,2,FALSE,"Bronze",TRUE,"Säule",FALSE,"Isobare",TRUE,21,TRUE,10,FALSE,90,FALSE,"Merkur",FALSE,"Boris Jeltsin",FALSE,"Druck",FALSE,"Blue Knight",FALSE,"Kontinentalrift",FALSE,"Faschismus",TRUE,"Penicillin",TRUE,"Paul Cezanne",FALSE,30,FALSE,"Im Rachen",TRUE,"Sibirien",TRUE,"Mars",FALSE,"Tschaikowski",TRUE,"Luftdruck",TRUE,"Keratin",TRUE,"Frankreich",TRUE,25,"Rechtswissenschaft","Deutsch","weiblich","im zweiten Jahr","Sozialpsychologie","Arbeitspsychologie","Keine Ahnung","nein","Keine Ahnung","nein",NA,"Nein","ja",70,25,60,19,12,40,0
"20181113-162722",151,"f",1,"Universitätsprofessor","Ich stehe früh auf am Morgen. Zuerst trinke ich einen Kaffee, lese die Zeitung dazu. Natürlich ziehe ich saubere, elegante Kleider an. Später fahre ich mit dem Fahrrad zur Uni. Dort lese ich Fachartikel, schreibe selber welche, breite Vorlesungen vor und halte welche. Dazwischen: Immer wieder Gespräche mit anderen ProfessorInnen und Studierenden. Nach Feierabend mache ich Sport, ich gehe laufen. Später lese ich daheim. Vielleicht steht auch ein Anlass an , an dem ich einen Vortrag halte.

Ich bin zuverlässig, seriös, intelligent, integer. Eher ruhig, besonnen. Hobbys: Lesen, Sport, Kultur. Ich pflege ein grosses Beziehungsnetz mit interessanten Persönlichkeiten, auch per Briefkorrespondenz.
","Botswana",TRUE,"HTML",FALSE,"Bisamratte",FALSE,"Erde",TRUE,12,TRUE,"Bangladesch",FALSE,"Arm",TRUE,9,FALSE,"Messing",FALSE,"Welle",TRUE,"Isobare",TRUE,21,TRUE,20,TRUE,120,FALSE,"Venus",TRUE,"Michail Gorbatschow",TRUE,"Strahlung",TRUE,"Blue Knight",FALSE,"Kontinentalrift",FALSE,"Faschismus",TRUE,"Penicillin",TRUE,"Pablo Picasso",TRUE,29,TRUE,"In der Lunge",FALSE,"Sibirien",TRUE,"Jupiter",TRUE,"Tschaikowski",TRUE,"Luftdruck",TRUE,"Kollagen",FALSE,"Frankreich",TRUE,20,"Rechtswissenschaft","Deutsch","weiblich","im zweiten Jahr","Sozialpsychologie","Kognitive Wissenschaften","Erfahren, inwiefern die innere Haltung als ""Professor"" die Performance im Wissenstest beeinflusst.","ja",NA,"ja",NA,"War lustig.","ja",35,11,75,20,20,66.6666666666667,66.6666666666667
"20181113-170038",152,"f",1,"Universitätsprofessor","Am Morgen stehe ich auf und esse Frühstück mit meiner Familie. Danach gehe ich in mein Büro an der Uni. Zuerst stehen Besprechungen an, dann gebe ich eine Vorlesung zu meinem Fachgebiet. Am Mittag tausche ich mich mit meinen Mitarbeitern und Mitarbeiterinnen aus. Am Nachmittag bespreche ich das Projekt meines Doktoranden, den ich betreue. Danach widme ich mich meiner eigenen Forschungsarbeit. Als Professorin bin ich ein geduldiger, strukturierter Mensch. Ich bin fair und gerecht und sehr interessiert an der Forschung in meinem Fachgebiet aber auch in vielen anderen Bereichen. Ich lehre gerne, teile gerne anderen mein Wissen mit und sehe gerne zu, wie sich meine DoktorandInnen weiterentwickeln. In der Freizeitbin ich gerne in der Natur als Ausgleich zum Büro. Dennoch schaue ich auch gerne Wissenschaftssendungen und lese viel, um mein Wissensdurst stets zu stillen. Ich bin ruhig und ausgeglichen und es braucht viel, um mich aus der Ruhe zu bringen.
","Botswana",TRUE,"HTML",FALSE,"Biber",FALSE,"Mars",FALSE,12,TRUE,"Pakistan",FALSE,"Arm",TRUE,4,TRUE,"Messing",FALSE,"Welle",TRUE,"Isobare",TRUE,21,TRUE,20,TRUE,360,FALSE,"Venus",TRUE,"Michail Gorbatschow",TRUE,"Strahlung",TRUE,"Deep Blue",TRUE,"Kontinentalabhang",FALSE,"Faschismus",TRUE,"Stethoskop",FALSE,"Salvador Dali",FALSE,29,TRUE,"In der Lunge",FALSE,"Sibirien",TRUE,"Neptun",FALSE,"Tschaikowski",TRUE,"Luftdruck",TRUE,"Keratin",TRUE,"Frankreich",TRUE,24,"Psychologie","Deutsch","weiblich","vier Jahre oder mehr","Sozialpsychologie","Kognitive und Wahrnehmungspsychologie","wenn man sich vorher als typischer Professor vorstellt, ist man besser im Wissenstest
","ja",NA,"nein",NA,"wieso wird gesagt, man soll sich vorstellen, männlich zu sein? ","ja",37,7,75,20,19,63.3333333333333,100
"20181113-170009",154,"f",1,"Universitätsprofessor","Mein Arbeitsalltag besteht viel aus adminstrativen und koordinativen Arbeiten. Es laufen stets viele Projekte, die organisiert und betreut werden müssen und entsprechend habe ich sehr viele Sitzungen. Rechnen und Schreiben für die Papers nimmt da vergleichsweise wenig Zeit in Anspruch. Auch die Lehre ist mittlerweile ein kleiner Bestandteil geworden, da viele Vorlesungen seit Jahren von mir durchgeführt werden. In meiner Freizeit gehe ich gerne wandern, trinke ein Glas Wein mit Freunden oder Zeit mit meiner Familie. Ich bin ein ehrgeiziger Mensch, zielstrebig, aber auch etwas chaotisch. Privat bin ich sehr gesellig und würde mich als Familienmensch bezeichnen. Natürlich verbringe ich auch viel Zeit mit lese, gehe ins Kino oder schaue spannende Dokumentationen. Wenn aber an der Uni gerade etwas ansteht, kann es auch vorkommen, dass ich kaum mehr Zeit für Privates habe und viel Zeit inter dem Bildschirm verbringen muss. 
","Botswana",TRUE,"HTML",FALSE,"Biber",FALSE,"Mars",FALSE,12,TRUE,"Bangladesch",FALSE,"Arm",TRUE,4,TRUE,"Bronze",TRUE,"Welle",TRUE,"Isobare",TRUE,21,TRUE,20,TRUE,360,FALSE,"Venus",TRUE,"Michail Gorbatschow",TRUE,"Strahlung",TRUE,"Deep Blue",TRUE,"Kontinentalrift",FALSE,"Faschismus",TRUE,"Stethoskop",FALSE,"Salvador Dali",FALSE,29,TRUE,"In der Wirbelsäule",FALSE,"Sibirien",TRUE,"Neptun",FALSE,"Händel",FALSE,"Luftdruck",TRUE,"Kollagen",FALSE,"Frankreich",TRUE,27,"Psychologie","Deutsch","weiblich","vier Jahre oder mehr","Sozialpsychologie und Soziale Neurowissenschaft","KWM","Priming von Stereotypen","ja",NA,"ja",NA,"nö :-)","ja",50,15,87,18,18,60,100
"20181114-112636",155,"f",1,"Universitätsprofessor","Ich stehe jeden Tag um 7 Uhr auf, trinke meinen Kaffee schwarz und gehe danach in mein Büro an der Universität. Dort beantworte ich Anfragen und �spreche mit meinen Assistenten um den aktuellen Stand ihrer Forschung zu kennen. Meistens kommen sie mit Fragen, oft habe ich auch einiges zu bemerken. 3 Mal die Woche halte ich eine Vorlesung, die mein Assistent vorbereitet. Auf Fragen der Stundenten bewantwortet er. In meiner Freizeit lese ich viel und spiele mit meinen Freunden Golf. Ich mag es nicht osnderlich wenn mir meine Assistenten widersprechen. Meine Assistenten sind allesamt m�ännlich. Ich interessiere mich sehr für Pollitik 
","Botswana",TRUE,"HTML",FALSE,"Nutria",FALSE,"Erde",TRUE,8,FALSE,"Philippinen",FALSE,"Arm",TRUE,4,TRUE,"Messing",FALSE,"Welle",TRUE,"Isotherme",FALSE,21,TRUE,20,TRUE,360,FALSE,"Venus",TRUE,"Michail Gorbatschow",TRUE,"Strahlung",TRUE,"Deep Blue",TRUE,"Kontinentalrift",FALSE,"Faschismus",TRUE,"Penicillin",TRUE,"Salvador Dali",FALSE,29,TRUE,"Im Rachen",TRUE,"Sibirien",TRUE,"Jupiter",TRUE,"Tschaikowski",TRUE,"Luftdruck",TRUE,"Keratin",TRUE,"Frankreich",TRUE,23,"Applied Economic Analysis","Deutsch","weiblich","im ersten Jahr","Sozialpsychologie","kognitive Psychologie","etwas zu Universitäten","nein",NA,"nein",NA,"nein
","ja",31,3,65,21,21,70,100
